timestamp_utc,run_id,corpus_id,stage_n,event
2026-09-01T14:58:03.654288Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,500,stage_complete
2026-09-01T14:58:03.690771Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_start
2026-09-01T14:58:03.691554Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_complete
2026-09-01T14:58:03.700489Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_start
2026-09-01T14:58:03.703434Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_complete
2026-09-01T16:07:03.024550Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:07:03.026230Z,dreaddit_dev580_working_v1,dreaddit,100,stage_complete
2026-09-01T16:07:03.043922Z,dreaddit_dev580_working_v1,dreaddit,250,stage_start
2026-09-01T16:07:03.046382Z,dreaddit_dev580_working_v1,dreaddit,250,stage_complete
2026-09-01T16:07:03.071944Z,dreaddit_dev580_working_v1,dreaddit,500,stage_start
2026-09-01T16:07:03.075368Z,dreaddit_dev580_working_v1,dreaddit,500,stage_complete
2026-09-01T16:07:03.101996Z,dreaddit_dev580_working_v1,dreaddit,580,stage_start
2026-09-01T16:07:03.106152Z,dreaddit_dev580_working_v1,dreaddit,580,stage_complete
2026-09-01T16:07:03.311153Z,goemotions_train_all_working_v1,goemotions,100,stage_start
2026-09-01T16:07:03.313850Z,goemotions_train_all_working_v1,goemotions,100,stage_complete
2026-09-01T16:07:03.532755Z,goemotions_train_all_working_v1,goemotions,250,stage_start
2026-09-01T16:07:03.537881Z,goemotions_train_all_working_v1,goemotions,250,stage_complete
2026-09-01T16:07:03.744782Z,goemotions_train_all_working_v1,goemotions,500,stage_start
2026-09-01T16:07:03.753269Z,goemotions_train_all_working_v1,goemotions,500,stage_complete
2026-09-01T16:07:03.965894Z,goemotions_train_all_working_v1,goemotions,1000,stage_start
2026-09-01T16:07:03.981995Z,goemotions_train_all_working_v1,goemotions,1000,stage_complete
2026-09-01T16:07:04.220919Z,goemotions_train_all_working_v1,goemotions,2000,stage_start
2026-09-01T16:07:04.251598Z,goemotions_train_all_working_v1,goemotions,2000,stage_complete
2026-09-01T16:07:04.540081Z,goemotions_train_all_working_v1,goemotions,4000,stage_start
2026-09-01T16:07:04.600348Z,goemotions_train_all_working_v1,goemotions,4000,stage_complete
2026-09-01T16:07:04.921173Z,goemotions_train_all_working_v1,goemotions,6000,stage_start
2026-09-01T16:07:05.006693Z,goemotions_train_all_working_v1,goemotions,6000,stage_complete
2026-09-01T16:07:05.388092Z,goemotions_train_all_working_v1,goemotions,8000,stage_start
2026-09-01T16:07:05.502626Z,goemotions_train_all_working_v1,goemotions,8000,stage_complete
2026-09-01T16:07:05.911760Z,goemotions_train_all_working_v1,goemotions,9540,stage_start
2026-09-01T16:07:06.047359Z,goemotions_train_all_working_v1,goemotions,9540,stage_complete
2026-09-01T16:07:06.070184Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_start
2026-09-01T16:07:06.071285Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_complete
2026-09-01T16:07:06.093302Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,250,stage_start
2026-09-01T16:07:06.094428Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,250,stage_complete
2026-09-01T16:07:06.124384Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,500,stage_start
2026-09-01T16:07:06.125339Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,500,stage_complete
2026-09-01T16:07:06.161686Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_start
2026-09-01T16:07:06.162757Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_complete
2026-09-01T16:07:06.172081Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_start
2026-09-01T16:07:06.174766Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_complete
2026-09-01T16:07:57.194992Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:07:57.197539Z,dreaddit_dev580_working_v1,dreaddit,100,stage_complete
2026-09-01T16:07:57.214593Z,dreaddit_dev580_working_v1,dreaddit,250,stage_start
2026-09-01T16:07:57.219355Z,dreaddit_dev580_working_v1,dreaddit,250,stage_complete
2026-09-01T16:07:57.242763Z,dreaddit_dev580_working_v1,dreaddit,500,stage_start
2026-09-01T16:07:57.251131Z,dreaddit_dev580_working_v1,dreaddit,500,stage_complete
2026-09-01T16:07:57.275837Z,dreaddit_dev580_working_v1,dreaddit,580,stage_start
2026-09-01T16:07:57.285459Z,dreaddit_dev580_working_v1,dreaddit,580,stage_complete
2026-09-01T16:07:57.472822Z,goemotions_train_all_working_v1,goemotions,100,stage_start
2026-09-01T16:07:57.475810Z,goemotions_train_all_working_v1,goemotions,100,stage_complete
2026-09-01T16:07:57.674975Z,goemotions_train_all_working_v1,goemotions,250,stage_start
2026-09-01T16:07:57.681015Z,goemotions_train_all_working_v1,goemotions,250,stage_complete
2026-09-01T16:07:57.874015Z,goemotions_train_all_working_v1,goemotions,500,stage_start
2026-09-01T16:07:57.884389Z,goemotions_train_all_working_v1,goemotions,500,stage_complete
2026-09-01T16:07:58.082684Z,goemotions_train_all_working_v1,goemotions,1000,stage_start
2026-09-01T16:07:58.102668Z,goemotions_train_all_working_v1,goemotions,1000,stage_complete
2026-09-01T16:07:58.368216Z,goemotions_train_all_working_v1,goemotions,2000,stage_start
2026-09-01T16:07:58.412485Z,goemotions_train_all_working_v1,goemotions,2000,stage_complete
2026-09-01T16:07:58.695477Z,goemotions_train_all_working_v1,goemotions,4000,stage_start
2026-09-01T16:07:58.774068Z,goemotions_train_all_working_v1,goemotions,4000,stage_complete
2026-09-01T16:07:59.084534Z,goemotions_train_all_working_v1,goemotions,6000,stage_start
2026-09-01T16:07:59.197188Z,goemotions_train_all_working_v1,goemotions,6000,stage_complete
2026-09-01T16:07:59.570148Z,goemotions_train_all_working_v1,goemotions,8000,stage_start
2026-09-01T16:07:59.717507Z,goemotions_train_all_working_v1,goemotions,8000,stage_complete
2026-09-01T16:08:00.120856Z,goemotions_train_all_working_v1,goemotions,9540,stage_start
2026-09-01T16:08:00.313190Z,goemotions_train_all_working_v1,goemotions,9540,stage_complete
2026-09-01T16:08:00.334359Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_start
2026-09-01T16:08:00.335254Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_complete
2026-09-01T16:08:00.359885Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,250,stage_start
2026-09-01T16:08:00.360954Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,250,stage_complete
2026-09-01T16:08:00.392458Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,500,stage_start
2026-09-01T16:08:00.393438Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,500,stage_complete
2026-09-01T16:08:00.430491Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_start
2026-09-01T16:08:00.431382Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,765,stage_complete
2026-09-01T16:08:00.438423Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_start
2026-09-01T16:08:00.440945Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_complete
2026-09-01T16:11:10.412873Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:34:34.234035Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:35:25.244379Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:35:35.845531Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start
2026-09-01T16:36:53.065429Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start,,,100,,,,
2026-09-01T16:36:53.066060Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-01T16:36:53.066628Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-01T16:36:53.067193Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_start,generalist,gemma3:4b,100,92,8,92,
2026-09-01T16:37:03.983920Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start,,,100,,,,
2026-09-01T16:37:03.984543Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-01T16:37:03.985113Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-01T16:37:03.985658Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_start,generalist,gemma3:4b,100,92,8,92,
