timestamp_utc,run_id,corpus_id,stage_n,event,role,model,target_n,existing_n,missing_n,completed_n,note
2026-09-02T02:49:32.957876Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,qualitative_methods,llama3.1:8b,100,0,100,0,
2026-09-02T02:49:32.958009Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,qualitative_methods,llama3.1:8b,100,0,100,0,
2026-09-02T02:49:32.958057Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,qualitative_methods,gemma3:4b,100,0,100,0,
2026-09-02T02:49:32.958162Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,qualitative_methods,gemma3:4b,100,0,100,0,
2026-09-02T02:49:32.958746Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,qwen3:8b,100,50,50,50,
2026-09-02T02:49:32.959286Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,qwen3:8b,100,50,50,50,
2026-09-02T02:49:32.959336Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,llama3.1:8b,100,0,100,0,
2026-09-02T02:49:32.959447Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,llama3.1:8b,100,0,100,0,
2026-09-02T02:49:32.959496Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,gemma3:4b,100,0,100,0,
2026-09-02T02:49:32.959612Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,gemma3:4b,100,0,100,0,
2026-09-02T02:49:32.959708Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,quality_judge_start,judge,,100,,,,
2026-09-02T02:49:32.959745Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,quality_judge_complete,judge,,100,,,,skipped
2026-09-02T02:49:32.960235Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_complete,,,100,,,,
