timestamp_utc,run_id,corpus_id,stage_n,event,role,model,target_n,existing_n,missing_n,completed_n,note
2026-09-02T04:38:26.162598Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,generalist,llama3.1:8b,100,0,100,100,
2026-09-02T04:38:26.163169Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,generalist,gemma3:4b,100,0,100,0,
2026-09-02T04:53:11.954093Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,generalist,gemma3:4b,100,0,100,100,
2026-09-02T04:53:12.020505Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,qualitative_methods,qwen3:8b,100,0,100,0,
2026-09-02T05:07:07.506004Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,qualitative_methods,qwen3:8b,100,0,100,100,
2026-09-02T05:07:07.506458Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,qualitative_methods,llama3.1:8b,100,0,100,0,
2026-09-02T05:21:54.058745Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,qualitative_methods,llama3.1:8b,100,0,100,100,
2026-09-02T05:21:54.059266Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,qualitative_methods,gemma3:4b,100,0,100,0,
2026-09-02T05:36:39.053228Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,qualitative_methods,gemma3:4b,100,0,100,100,
2026-09-02T05:36:39.124392Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,domain,qwen3:8b,100,0,100,0,
2026-09-02T05:50:41.440080Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,domain,qwen3:8b,100,0,100,100,
2026-09-02T05:50:41.440747Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,domain,llama3.1:8b,100,0,100,0,
2026-09-02T06:05:08.628841Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,domain,llama3.1:8b,100,0,100,100,
2026-09-02T06:05:08.629075Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,domain,gemma3:4b,100,0,100,0,
2026-09-02T06:19:54.296273Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,domain,gemma3:4b,100,0,100,100,
2026-09-02T06:19:54.354931Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,quality_judge_start,judge,,100,,,,
2026-09-02T06:19:54.355316Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,quality_judge_complete,judge,,100,,,,skipped
2026-09-02T06:19:54.519362Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_complete,,,100,,,,
2026-09-02T06:19:54.526305Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_start,,,100,,,,
2026-09-02T06:19:54.527104Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,generalist,qwen3:8b,100,60,40,60,
2026-09-02T06:27:16.075881Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,generalist,qwen3:8b,100,60,40,100,
2026-09-02T06:27:16.076303Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,generalist,llama3.1:8b,100,0,100,0,
2026-09-02T06:45:22.114686Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,generalist,llama3.1:8b,100,0,100,100,
2026-09-02T06:45:22.115138Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,generalist,gemma3:4b,100,0,100,0,
2026-09-02T07:01:38.757282Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,generalist,gemma3:4b,100,0,100,100,
2026-09-02T07:01:38.872789Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,qualitative_methods,qwen3:8b,100,50,50,50,
2026-09-02T07:10:40.480023Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,qualitative_methods,qwen3:8b,100,50,50,100,
2026-09-02T07:10:40.480690Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,qualitative_methods,llama3.1:8b,100,0,100,0,
2026-09-02T07:29:22.872477Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,qualitative_methods,llama3.1:8b,100,0,100,100,
2026-09-02T07:29:22.873138Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,qualitative_methods,gemma3:4b,100,0,100,0,
2026-09-02T07:46:23.296906Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,qualitative_methods,gemma3:4b,100,0,100,100,
2026-09-02T07:46:23.374193Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,qwen3:8b,100,50,50,50,
2026-09-02T07:55:38.880012Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,qwen3:8b,100,50,50,100,
2026-09-02T07:55:38.880599Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,llama3.1:8b,100,0,100,0,
2026-09-02T08:14:00.603009Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,llama3.1:8b,100,0,100,100,
2026-09-02T08:14:00.603401Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_start,domain,gemma3:4b,100,0,100,0,
2026-09-02T08:30:38.030224Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,role_model_complete,domain,gemma3:4b,100,0,100,100,
2026-09-02T08:30:38.174229Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,quality_judge_start,judge,,100,,,,
2026-09-02T08:30:38.174447Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,quality_judge_complete,judge,,100,,,,skipped
2026-09-02T08:30:38.434717Z,parlamint_gb_fullsample_eval100_working_v1,parlamint_gb,100,stage_complete,,,100,,,,
